Movie Name,Movie Description,Movie Age Rate,Movie Duration,Movie Genres,Movie Directors,Movie Stars,Movie Rate
Apocalypse Now,"
A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.",R,147 min,"Drama, Mystery, War",Francis Ford Coppola,"Martin Sheen, 
Marlon Brando, 
Robert Duvall, 
Frederic Forrest",8.4
Ghostbusters,"
Three parapsychologists forced out of their university funding set up shop as a unique ghost removal service in New York City, attracting frightened yet skeptical customers.",PG,105 min,"Action, Comedy, Fantasy",Ivan Reitman,"Bill Murray, 
Dan Aykroyd, 
Sigourney Weaver, 
Harold Ramis",7.8
Ocean's Eleven,"
Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously.",PG-13,116 min,"Crime, Thriller",Steven Soderbergh,"George Clooney, 
Brad Pitt, 
Julia Roberts, 
Matt Damon",7.7
The Blues Brothers,"
Jake Blues rejoins with his brother Elwood after being released from prison, but the duo has just days to reunite their old R&B band and save the Catholic home where the two were raised, outrunning the police as they tear through Chicago.",R,133 min,"Action, Adventure, Comedy",John Landis,"John Belushi, 
Dan Aykroyd, 
Cab Calloway, 
John Candy",7.9
The Grand Budapest Hotel,"
A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel's glorious years under an exceptional concierge.",R,99 min,"Adventure, Comedy, Crime",Wes Anderson,"Ralph Fiennes, 
F. Murray Abraham, 
Mathieu Amalric, 
Adrien Brody",8.1
Knives Out,"
A detective investigates the death of the patriarch of an eccentric, combative family.",PG-13,130 min,"Comedy, Crime, Drama",Rian Johnson,"Daniel Craig, 
Chris Evans, 
Ana de Armas, 
Jamie Lee Curtis",7.9
The Terminator,"
A human soldier is sent from 2029 to 1984 to stop an almost indestructible cyborg killing machine, sent from the same year, which has been programmed to execute a young woman whose unborn son is the key to humanity's future salvation.",R,107 min,"Action, Sci-Fi",James Cameron,"Arnold Schwarzenegger, 
Linda Hamilton, 
Michael Biehn, 
Paul Winfield",8.1
Little Women,"
Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms.",PG,135 min,"Drama, Romance",Greta Gerwig,"Saoirse Ronan, 
Emma Watson, 
Florence Pugh, 
Eliza Scanlen",7.8
Stardust,"
In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm.",PG-13,127 min,"Adventure, Family, Fantasy",Matthew Vaughn,"Charlie Cox, 
Claire Danes, 
Sienna Miller, 
Ian McKellen",7.6
American History X,"
Living a life marked by violence, neo-Nazi Derek finally goes to prison after killing two black youths. Upon his release, Derek vows to change; he hopes to prevent his brother, Danny, who idolizes Derek, from following in his footsteps.",R,119 min,"Crime, Drama",Tony Kaye,"Edward Norton, 
Edward Furlong, 
Beverly D'Angelo, 
Jennifer Lien",8.5
The Green Mile,"
A tale set on death row in a Southern jail, where gentle giant John possesses the mysterious power to heal people's ailments. When the lead guard, Paul, recognizes John's gift, he tries to help stave off the condemned man's execution.",R,189 min,"Crime, Drama, Fantasy",Frank Darabont,"Tom Hanks, 
Michael Clarke Duncan, 
David Morse, 
Bonnie Hunt",8.6
The Lord of the Rings: The Return of the King,"
Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.",PG-13,201 min,"Action, Adventure, Drama",Peter Jackson,"Elijah Wood, 
Viggo Mortensen, 
Ian McKellen, 
Orlando Bloom",9.0
Blade Runner,"
A blade runner must pursue and terminate four replicants who stole a ship in space and have returned to Earth to find their creator.",R,117 min,"Action, Drama, Sci-Fi",Ridley Scott,"Harrison Ford, 
Rutger Hauer, 
Sean Young, 
Edward James Olmos",8.1
The Godfather Part II,"
The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.",R,202 min,"Crime, Drama",Francis Ford Coppola,"Al Pacino, 
Robert De Niro, 
Robert Duvall, 
Diane Keaton",9.0
Almost Famous,"
A high-school boy in the early 1970s is given the chance to write a story for Rolling Stone magazine about an up-and-coming rock band as he accompanies them on their concert tour.",R,122 min,"Adventure, Comedy, Drama",Cameron Crowe,"Billy Crudup, 
Patrick Fugit, 
Kate Hudson, 
Frances McDormand",7.9
Ford v Ferrari,"
American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.",PG-13,152 min,"Action, Biography, Drama",James Mangold,"Matt Damon, 
Christian Bale, 
Jon Bernthal, 
Caitríona Balfe",8.1
Sicario,"
An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.",R,121 min,"Action, Crime, Drama",Denis Villeneuve,"Emily Blunt, 
Josh Brolin, 
Benicio Del Toro, 
Jon Bernthal",7.7
There Will Be Blood,"
A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.",R,158 min,Drama,Paul Thomas Anderson,"Daniel Day-Lewis, 
Paul Dano, 
Ciarán Hinds, 
Martin Stringer",8.2
Indiana Jones and the Last Crusade,"
In 1938, after his father goes missing while pursuing the Holy Grail, Indiana Jones finds himself up against the Nazis again to stop them from obtaining its powers.",PG-13,127 min,"Action, Adventure",Steven Spielberg,"Harrison Ford, 
Sean Connery, 
Alison Doody, 
Denholm Elliott",8.2
Dunkirk,"
Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.",PG-13,106 min,"Action, Drama, History",Christopher Nolan,"Fionn Whitehead, 
Barry Keoghan, 
Mark Rylance, 
Tom Hardy",7.8
Zack Snyder's Justice League,"
Determined to ensure that Superman's ultimate sacrifice wasn't in vain, Bruce Wayne recruits a team of metahumans to protect the world from an approaching threat of catastrophic proportions.",R,242 min,"Action, Adventure, Fantasy",Zack Snyder,"Henry Cavill, 
Ben Affleck, 
Gal Gadot, 
Amy Adams",7.9
12 Angry Men,"
The jury in a New York City murder trial is frustrated by a single member whose skeptical caution forces them to more carefully consider the evidence before jumping to a hasty verdict.",Approved,96 min,"Crime, Drama",Sidney Lumet,"Henry Fonda, 
Lee J. Cobb, 
Martin Balsam, 
John Fiedler",9.0
Watchmen,"
In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.",R,162 min,"Action, Drama, Mystery",Zack Snyder,"Jackie Earle Haley, 
Patrick Wilson, 
Carla Gugino, 
Malin Akerman",7.6
Star Wars: Episode IV - A New Hope,"
Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader.",PG,121 min,"Action, Adventure, Fantasy",George Lucas,"Mark Hamill, 
Harrison Ford, 
Carrie Fisher, 
Alec Guinness",8.6
The Nightmare Before Christmas,"
Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.",PG,76 min,"Animation, Family, Fantasy",Henry Selick,"Danny Elfman, 
Chris Sarandon, 
Catherine O'Hara, 
William Hickey",7.9
Edge of Tomorrow,"
A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.",PG-13,113 min,"Action, Adventure, Sci-Fi",Doug Liman,"Tom Cruise, 
Emily Blunt, 
Bill Paxton, 
Brendan Gleeson",7.9
Catch Me If You Can,"
Barely 21 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.",PG-13,141 min,"Biography, Crime, Drama",Steven Spielberg,"Leonardo DiCaprio, 
Tom Hanks, 
Christopher Walken, 
Martin Sheen",8.1
Braveheart,"
Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.",R,178 min,"Biography, Drama, History",Mel Gibson,"Mel Gibson, 
Sophie Marceau, 
Patrick McGoohan, 
Angus Macfadyen",8.3
Call Me by Your Name,"
In 1980s Italy, romance blossoms between a seventeen-year-old student and the older man hired as his father's research assistant.",R,132 min,"Drama, Romance",Luca Guadagnino,"Timothée Chalamet, 
Armie Hammer, 
Michael Stuhlbarg, 
Amira Casar",7.8
The Hunt,"
A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",R,115 min,Drama,Thomas Vinterberg,"Mads Mikkelsen, 
Thomas Bo Larsen, 
Annika Wedderkopp, 
Lasse Fogelstrøm",8.3
Terminator 2: Judgment Day,"
A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her ten year old son John from an even more advanced and powerful cyborg.",R,137 min,"Action, Sci-Fi",James Cameron,"Arnold Schwarzenegger, 
Linda Hamilton, 
Edward Furlong, 
Robert Patrick",8.6
The Truman Show,"
An insurance salesman discovers his whole life is actually a reality TV show.",PG,103 min,"Comedy, Drama",Peter Weir,"Jim Carrey, 
Ed Harris, 
Laura Linney, 
Noah Emmerich",8.2
Kill Bill: Vol. 1,"
After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",R,111 min,"Action, Crime, Thriller",Quentin Tarantino,"Uma Thurman, 
David Carradine, 
Daryl Hannah, 
Michael Madsen",8.2
The Lion King,"
Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.",G,88 min,"Animation, Adventure, Drama","Roger Allers, 
Rob Minkoff","Matthew Broderick, 
Jeremy Irons, 
James Earl Jones, 
Whoopi Goldberg",8.5
Training Day,"
A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.",R,122 min,"Action, Crime, Drama",Antoine Fuqua,"Denzel Washington, 
Ethan Hawke, 
Scott Glenn, 
Tom Berenger",7.7
300,"
King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.",R,117 min,"Action, Drama",Zack Snyder,"Gerard Butler, 
Lena Headey, 
David Wenham, 
Dominic West",7.6
Eternal Sunshine of the Spotless Mind,"
When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories for ever.",R,108 min,"Drama, Romance, Sci-Fi",Michel Gondry,"Jim Carrey, 
Kate Winslet, 
Tom Wilkinson, 
Gerry Robert Byrne",8.3
Kingsman: The Secret Service,"
A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius.",R,129 min,"Action, Adventure, Comedy",Matthew Vaughn,"Colin Firth, 
Taron Egerton, 
Samuel L. Jackson, 
Michael Caine",7.7
The Breakfast Club,"
Five high school students meet in Saturday detention and discover how they have a great deal more in common than they thought.",R,97 min,"Comedy, Drama",John Hughes,"Emilio Estevez, 
Judd Nelson, 
Molly Ringwald, 
Ally Sheedy",7.8
Scarface,"
In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed.",18+,170 min,"Crime, Drama",Brian De Palma,"Al Pacino, 
Michelle Pfeiffer, 
Steven Bauer, 
Mary Elizabeth Mastrantonio",8.3
One Flew Over the Cuckoo's Nest,"
In the Fall of 1963, a Korean War veteran and criminal pleads insanity and is admitted to a mental institution, where he rallies up the scared patients against the tyrannical nurse.",R,133 min,Drama,Milos Forman,"Jack Nicholson, 
Louise Fletcher, 
Michael Berryman, 
Peter Brocco",8.7
Avatar,"
A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.",PG-13,162 min,"Action, Adventure, Fantasy",James Cameron,"Sam Worthington, 
Zoe Saldana, 
Sigourney Weaver, 
Michelle Rodriguez",7.9
The Thing,"
A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.",16+,109 min,"Horror, Mystery, Sci-Fi",John Carpenter,"Kurt Russell, 
Wilford Brimley, 
Keith David, 
Richard Masur",8.2
Harry Potter and the Prisoner of Azkaban,"
Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard.",PG,142 min,"Adventure, Family, Fantasy",Alfonso Cuarón,"Daniel Radcliffe, 
Emma Watson, 
Rupert Grint, 
Richard Griffiths",7.9
Spirited Away,"
During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches and spirits, a world where humans are changed into beasts.",PG,125 min,"Animation, Adventure, Family",Hayao Miyazaki,"Daveigh Chase, 
Suzanne Pleshette, 
Miyu Irino, 
Rumi Hiiragi",8.6
Coraline,"
An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.",PG,100 min,"Animation, Drama, Family",Henry Selick,"Dakota Fanning, 
Teri Hatcher, 
John Hodgman, 
Jennifer Saunders",7.7
The Usual Suspects,"
The sole survivor of a pier shoot-out tells the story of how a notorious criminal influenced the events that began with five criminals meeting in a seemingly random police lineup.",R,106 min,"Crime, Drama, Mystery",Bryan Singer,"Kevin Spacey, 
Gabriel Byrne, 
Chazz Palminteri, 
Stephen Baldwin",8.5
Zodiac,"
Between 1968 and 1983, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree.",R,157 min,"Crime, Drama, Mystery",David Fincher,"Jake Gyllenhaal, 
Robert Downey Jr., 
Mark Ruffalo, 
Anthony Edwards",7.7
Mission: Impossible - Fallout,"
Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong.",PG-13,147 min,"Action, Adventure, Thriller",Christopher McQuarrie,"Tom Cruise, 
Henry Cavill, 
Ving Rhames, 
Simon Pegg",7.7
Fargo,"
Minnesota car salesman Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.",R,98 min,"Crime, Thriller","Joel Coen, 
Ethan Coen","William H. Macy, 
Frances McDormand, 
Steve Buscemi, 
Peter Stormare",8.1
The Pianist,"
A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.",R,150 min,"Biography, Drama, Music",Roman Polanski,"Adrien Brody, 
Thomas Kretschmann, 
Frank Finlay, 
Emilia Fox",8.5
